accountID,likes,merchants,interests
A1055520964806710,"['WWE', 'NBA']","['TATA-SKY', 'BASKETBALL TICKET']",['SPORTS']
A985157123362819,"['CS GO', 'Mathematics']","['STEAM', 'BOOKS']","['GAMING', 'MATHEMATICS']"
A1055520623028180,"['Jackie Chan', 'Shrek', 'Nirvana', 'Fashion']","['BITCOINS', 'ZARA', 'BOOK-MY-SHOW', 'ELECTRONICS']","['FASHION', 'MOVIES']"
A985157027738252,"['Bruno Mars', 'Samsung', 'Red Bull', 'Geography', 'Marvel']","['GROCERIES', 'TELECOM', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'MOVIES', 'FOODIE']"
A985156416454880,"['Intel', '50 Cent', 'Bruce Lee', 'McDonalds', 'KFC']","['MUSIC CONCERT', 'BOOK-MY-SHOW', 'MCDONALDS', 'KFC', 'TATA-SKY']","['MUSIC', 'FOODIE']"
A985156999822047,"['Vin Diesel', 'Mr Bean', 'MTV']","['TATA-SKY', 'BOOK-MY-SHOW']","['COMEDY-SHOWS', 'MUSIC', 'MOVIES']"
A985156985303580,"['Harry Potter', 'Bruno Mars', 'National Geographic TV']","['TATA-SKY', 'MUSIC CONCERT', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'EDUCATIONAL-SHOWS', 'MUSIC']"
A1899945966221550,"['Angry Birds', 'Tom and Jerry', 'Nirvana', 'Criminal Case']","['MUSIC-CONCERT', '9GAG', 'AMAZON-PRIME', 'TATA-SKY']","['MUSIC', 'TV-SHOWS']"
A914800959892934,"['Intel', 'Food']","['GROCERIES', 'ELECTRONICS']","['TECH-SAVY', 'FOODIE']"
A1688852463398550,"['Eminem', 'The Simpsons', 'MTV']","['ZARA', 'NETFLIX', 'MUSIC CONCERT']","['MUSIC', 'TV-SHOWS']"
A985156880838418,"['XBOX', 'OPPO', 'Burger King', 'Pitbull']","['DISNEY-PLUS', 'BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'MOVIES']"
A1055521271943020,"['SONY Mobile', 'Intel', 'The Simpsons', 'Taste Made']","['TASTE-MADE', 'ELECTRONICS']","['TECH-SAVY', 'FOODIE']"
A564049488265127,"['Shakira', 'CodeChef']","['MUSIC-CONCERT', 'CODECHEF']","['CODING', 'MUSIC']"
A914801088635880,"['John Cena', 'NBA', 'Bruno Mars', 'LaLiga']","['DISNEY-PLUS', 'FOOTBALL TICKET', 'MUSIC CONCERT', 'BASKETBALL TICKET']","['SPORTS', 'FOOTBALL', 'MUSIC']"
A914801049613250,"['Angry Birds', 'Bruno Mars', 'Spider man']","['ANDROID', 'MUSIC CONCERT', 'BOOK-MY-SHOW']","['MOVIES', 'ANDROID-GAMES', 'MUSIC']"
A1055521383487810,"['Tesla', 'Vin Diesel', 'Pepsi']","['TESLA', 'GROCERIES', 'BOOK-MY-SHOW']","['AUTOMOBILES', 'MOVIES', 'FOODIE']"
A844428131889975,"['Food', 'Huawei Mobile', 'Intel', 'Health and Diet']","['HEALTH-KART', 'TELECOM', 'MCDONALDS', 'ELECTRONICS']","['TECH-SAVY', 'HEALTH-CONCIOUS']"
A1829582638069840,"['John Cena', 'Starbucks', 'UFC']","['STARBUCKS', 'TATA-SKY', 'BOOK-MY-SHOW']","['STARBUCKS', 'UFC']"
A1055521408486830,"['IPL', 'Wallmart', 'Pitbull']","['WALMART', 'BOOK-MY-SHOW-SPORTS', 'BOOK-MY-SHOW']","['SHOPPING', 'MOVIES', 'CRICKET']"
A985156691449683,"['Samsung', 'Food', 'Bruce Lee']","['GROCERIES', 'TELECOM', 'BOOK-MY-SHOW']","['TECH-SAVY', 'MOVIES', 'FOODIE']"
A914800568806256,"['NBA', 'Mathematics', 'Geography']","['Playboy', 'BOOKS']","['GEOGRAPHY', 'MATHEMATICS']"
A844428114510737,"['Windows', 'Bruce Lee']","['BOOK-MY-SHOW', 'ELECTRONICS']","['TECH-SAVY', 'MOVIES']"
A844427410548208,"['Jackie Chan', 'Play Station', '50 Cent', 'Cars']","['YOUTUBE', 'MUSIC CONCERT', 'GAMING', 'BOOK-MY-SHOW']","['MOVIES', 'MUSIC', 'GAMING']"
A1055521392343280,"['Fast & Furious', 'History', 'KitKat', 'MTV']","['TATA-SKY', 'GROCERIES', 'MUSIC-CONCERT', 'BOOK-MY-SHOW']","['MUSIC', 'MOVIES', 'FOODIE']"
A1055521384842590,"['McDonalds', 'History', 'Mathematics', 'Bitcoins']","['BITCOINS', 'TATA-SKY', 'MCDONALDS', 'BOOKS']","['HISTORY', 'BITCOINS', 'FOODIE']"
A914800875651784,"['Fast & Furious', 'ASUS', 'Indian Cricket Team', 'LaLiga']","['FOOTBALL TICKET', 'BOOK-MY-SHOW-SPORTS', 'MUSIC CONCERT', 'ELECTRONICS']","['TECH-SAVY', 'FOOTBALL', 'CRICKET']"
A1055521352346460,"['Jackie Chan', 'Real Madrid C.F.', 'Mathematics']","['BITCOINS', 'FOOTBALL TICKET', 'BOOK-MY-SHOW']","['FOOTBALL', 'MOVIES']"
A1055521450421800,"['Uber', '50 Cent', '5-Minute Crafts', 'Bill Gates', 'CS GO']","['MUSIC CONCERT', 'UBER', 'YOUTUBE', 'TESLA', 'ELECTRONICS']","['YOUTUBE', 'TRAVELLING', 'MUSIC']"
A1055521440358640,"['Wallmart', 'The Simpsons', 'Candy Crush Saga', 'Burger King']","['FOOTBALL-TICKET', 'NETFLIX', 'BOOK-MY-SHOW-SPORTS', 'BURGER-KING']","['FOODIE', 'TV-SHOWS']"
A985156553686562,"['Michael Jackson', '5-Minute Crafts', 'BBC News', 'The Simpsons', 'XBOX']","['ANDROID', 'YOUTUBE', 'GROCERIES', 'TATA-SKY', 'ELECTRONICS']","['NEWS', 'YOUTUBE', 'GAMING']"
A914801074347379,"['Wallmart', 'TIMES OF INDIA', 'MTV']","['WALMART', 'TATA-SKY', 'NEWSPAPER']","['NEWS', 'SHOPPING', 'MUSIC']"
A1899946161485410,"['CS GO', 'Playboy']","['STEAM', 'Playboy']","['PLAYBOY', 'GAMING']"
A985157003953273,"['Tom and Jerry', 'MTV', 'Huawei Mobile', 'BBC News', 'KFC']","['KFC', 'TATA-SKY', 'TASTE-MADE', 'BOOKS']","['NEWS', 'MUSIC', 'FOODIE']"
A1055521119023340,"['Tesla', 'BBC News', 'Football', 'Harry Potter']","['TATA-SKY', 'TESLA', 'BOOK-MY-SHOW-SPORTS', 'BOOK-MY-SHOW']","['NEWS', 'AUTOMOBILES']"
A1055521203285260,"['Jackie Chan', 'TIMES OF INDIA', 'Fashion']","['NEWSPAPER', 'BOOK-MY-SHOW-SPORTS', 'BOOK-MY-SHOW']","['NEWS', 'MOVIES']"
A1055521401926140,"['Eminem', 'NBA', 'MTV', 'Fashion']","['BOOKS', 'ZARA', 'BASKETBALL TICKET', 'TATA-SKY']","['FASHION', 'SPORTS', 'MUSIC']"
A1688852602095670,"['Pizza Hut', 'Taste Made', 'Cold Play', 'Playboy']","['ANDROID', 'TASTE-MADE', 'BOOKS', 'Playboy']","['PLAYBOY', 'FOODIE']"
A1688853296074990,"['Michael Jackson', 'Play Station', 'Football']","['FOOTBALL-TICKET', 'MUSIC CONCERT', 'GAMING']","['MUSIC', 'FOOTBALL', 'GAMING']"
A985156982312483,"['Intel', 'Cristiano Ronaldo', 'CodeChef']","['FOOTBALL TICKET', 'CODECHEF', 'ELECTRONICS']","['TECH-SAVY', 'CODING', 'FOOTBALL']"
A985156975137480,"['Uber', 'Spider man', 'KitKat', 'Red Bull']","['MUSIC CONCERT', 'BOOK-MY-SHOW', 'UBER', 'BURGER-KING', 'GROCERIES']","['TRAVELLING', 'MOVIES', 'FOODIE']"
A844428148455543,"['Jackie Chan', 'XBOX', 'UFC']","['BOOK-MY-SHOW', 'ELECTRONICS']","['MOVIES', 'GAMING']"
A1688852393594080,"['Pizza Hut', 'OPPO', 'Food', 'Linkin Park', 'TIMES OF INDIA']","['ELECTRONICS', 'NEWSPAPER', 'GROCERIES', 'AMAZON-PRIME', 'BOOKS']","['NEWS', 'TECH-SAVY', 'FOODIE']"
A985156958947325,"['IPL', 'Play Station', 'Pitbull']","['BOOK-MY-SHOW-SPORTS', 'GAMING', 'BOOK-MY-SHOW']","['MOVIES', 'GAMING', 'CRICKET']"
A985156129835537,"['Intel', 'John Cena', 'Pizza Hut', 'Pitbull', 'CS GO']","['BOOK-MY-SHOW', 'STEAM', 'Playboy', 'TATA-SKY', 'FOOTBALL TICKET']","['SPORTS', 'MOVIES', 'GAMING']"
A844427901322480,"['Spider man', 'MTV']","['TATA-SKY', 'BOOK-MY-SHOW']","['MOVIES', 'MUSIC']"
A914801084169889,"['Eminem', 'Bruno Mars', 'KitKat', 'Red Bull', 'LaLiga']","['TELECOM', 'GROCERIES', 'FOOTBALL TICKET', 'MUSIC CONCERT']","['FOOTBALL', 'MUSIC', 'FOODIE']"
A914800422070517,"['Nissan', 'Science', 'Red Bull', 'Playboy', 'Metalica']","['MUSIC CONCERT', 'CODECHEF', 'Playboy', 'FOOTBALL TICKET', 'BOOKS']","['PLAYBOY', 'SCIENCE', 'MUSIC']"
A844428157179466,"['Shakira', 'John Cena', 'Arsenal']","['TATA-SKY', 'FOOTBALL TICKET', 'MUSIC-CONCERT']","['SPORTS', 'FOOTBALL', 'MUSIC']"
A914800516798254,"['ASUS', 'NBA', 'Arsenal', 'UFC', 'Fashion']","['NEWSPAPER', 'TATA-SKY', 'FOOTBALL TICKET', 'BASKETBALL TICKET']","['SPORTS', 'FOOTBALL', 'UFC']"
A388336079076344,"['WWE', 'Pitbull', 'Fashion']","['ZARA', 'BOOK-MY-SHOW', 'TATA-SKY']","['FASHION', 'SPORTS', 'MOVIES']"
A1055520483397650,"['Jackie Chan', 'Spider man', 'Taste Made', 'Disney', 'XBOX']","['TASTE-MADE', 'BOOK-MY-SHOW', 'ELECTRONICS', 'DISNEY-PLUS', 'BOOKS']","['DISNEY-MOVIES', 'MOVIES', 'FOODIE']"
A1055520707954340,"['History', 'The Simpsons', 'KitKat']","['NETFLIX', 'GROCERIES', 'BOOKS']","['HISTORY', 'FOODIE', 'TV-SHOWS']"
A1829581926724190,"['Uber', 'NBA', 'Mathematics', 'Cars', 'XBOX']","['BOOK-MY-SHOW', 'BASKETBALL TICKET', 'UBER', 'TATA-SKY', 'BOOKS']","['TRAVELLING', 'SPORTS', 'MATHEMATICS']"
A1688852494648300,"['UEFA Champions League', 'XBOX', 'Pepsi', 'Marvel']","['MUSIC-CONCERT', 'FOOTBALL TICKET', 'BOOK-MY-SHOW', 'Playboy']","['FOOTBALL', 'MOVIES']"
A985156347669648,"['Cristiano Ronaldo', 'Geography', 'Starbucks', 'Manchester City']","['STARBUCKS', 'FOOTBALL-TICKET', 'GROCERIES', 'BOOKS']","['STARBUCKS', 'FOOTBALL']"
A914801056684183,"['Netflix', 'MS Dhoni', 'Football', 'Fashion']","['BITCOINS', 'FOOTBALL-TICKET', 'ZARA', 'ELECTRONICS']","['FASHION', 'FOOTBALL']"
A1899945444375680,"['NBA', 'Bill Gates', 'Geography', 'National Geographic TV', 'CGTN']","['TATA-SKY', 'TASTE-MADE', 'BOOKS', 'WINDOWS']","['NEWS', 'TECH-SAVY', 'GEOGRAPHY']"
A1055521386479320,"['SONY Mobile', 'Starbucks', 'Memes', '5-Minute Crafts']","['STARBUCKS', 'YOUTUBE', 'TATA-SKY', '9GAG']","['STARBUCKS', 'YOUTUBE', 'MEMES']"
A294425786376082,"['Food', 'Samsung', 'UFC', 'Hackerrank']","['Playboy', 'TATA-SKY', 'NEWSPAPER', 'Hackerrank']","['CODING', 'UFC']"
A844428063385192,"['Cristiano Ronaldo', 'Red Bull', 'Food', 'National Geographic TV', 'Pepsi']","['NEWSPAPER', 'TATA-SKY', 'GROCERIES', 'FOOTBALL TICKET']","['EDUCATIONAL-SHOWS', 'FOOTBALL', 'FOODIE']"
A1688852421063980,"['Uber', 'Cars', 'Nirvana', 'Pitbull', 'Angry Birds']","['UBER', 'MUSIC-CONCERT', 'ANDROID', 'ELECTRONICS']","['TRAVELLING', 'ANDROID-GAMES', 'MUSIC']"
A1055520561516490,"['Mr Bean', 'Tom and Jerry', 'KitKat']","['TATA-SKY', 'FOOTBALL TICKET']",['COMEDY-SHOWS']
A1055520795970240,"['Uber', 'Play Station']","['UBER', 'GAMING']","['TRAVELLING', 'GAMING']"
A365385233890185,"['Eminem', 'NBA']","['MUSIC CONCERT', 'BASKETBALL TICKET']","['SPORTS', 'MUSIC']"
A985156966696858,"['Real Madrid C.F.', 'Harry Potter', 'Burger King', 'Bitcoins']","['BITCOINS', 'YOUTUBE', 'ZARA', 'BOOK-MY-SHOW']","['HARRY-POTTER-MOVIES', 'BITCOINS']"
A1688853091066330,"['Arsenal', 'MTV', 'Bruce Lee', 'Anime', 'MS Dhoni']","['BOOK-MY-SHOW', 'ANDROID', 'BOOK-MY-SHOW-SPORTS', 'TATA-SKY', 'BOOKS']","['MOVIES', 'MUSIC', 'CRICKET']"
A985157075306955,"['Mr Bean', 'Arsenal', 'MTV', 'Netflix']","['TATA-SKY', 'NETFLIX', 'BOOK-MY-SHOW']","['COMEDY-SHOWS', 'NETFLIX', 'MUSIC']"
A844427924837619,"['NBA', 'WWE', 'UFC', 'Disney', 'Tesla']","['UBER', 'NEWSPAPER', 'DISNEY-PLUS', 'TATA-SKY', 'BASKETBALL TICKET']","['SPORTS', 'DISNEY-MOVIES']"
A914800571495932,"['Fast & Furious', 'Spotify', 'Arsenal', '5-Minute Crafts']","['FOOTBALL TICKET', 'MUSIC CONCERT', 'BOOK-MY-SHOW', 'SPOTIFY']","['FOOTBALL', 'MOVIES', 'MUSIC']"
