accountID,maritalStatus,sex,income,age,Dependents,Occupation
A1055521273733920,Married,Male,666805,42,2,Business
A985156646236654,Single,Male,1057768,27,3,Employee
A985156749212595,Married,Female,580469,39,2,Employee
A914800191044513,Single,Female,1463899,33,2,Employee
A985156947231074,Married,Male,1474153,45,3,Employee
A914801025980212,Single,Male,1639776,30,3,Employee
A1055521236394330,Married,Male,564414,48,1,Employee
A1055521412578010,Married,Male,687420,57,1,Employee
A1055521189911490,Married,Male,654227,49,2,Business
A844427120276401,Married,Male,1906840,45,1,Employee
A312155206476563,Single,Male,3874100,31,4,Business
A1055521371113440,Married,Male,656849,43,3,Employee
A985156982467800,Single,Male,843771,27,1,Business
A914800167763332,Married,Male,1004321,33,4,Employee
A389439751996688,Single,Female,975004,29,2,Employee
A844427408696695,Single,Male,1724193,27,1,Business
A985157051201528,Married,Male,1634323,54,3,Business
A1055521402035720,Single,Male,1024727,27,4,Business
A844427535500711,Single,Female,1422383,31,2,Business
A844427639252016,Single,Male,2093762,30,3,Business
A1829582460816140,Married,Male,463657,39,4,Employee
A1829581347527650,Married,Female,1816571,39,1,Employee
A1055520845704710,Married,Male,1117838,37,1,Employee
A1055521340918460,Single,Female,1624082,29,4,Employee
A1829581041016880,Married,Male,779893,42,3,Employee
A404007021584079,Married,Male,2068891,38,1,Business
A1829581698356240,Single,Female,1409610,33,4,Employee
A844427094891779,Single,Male,1520608,30,3,Employee
A1688852379001640,Single,Male,897959,28,3,Business
A914801029374020,Married,Female,602832,40,4,Employee
A914800716673497,Married,Male,1299165,49,2,Business
A914800501884554,Married,Male,1378165,40,4,Employee
A914800939317462,Single,Male,1538145,33,4,Employee
A844428124132097,Married,Female,1166220,36,1,Employee
A1759222234549790,Married,Male,848958,33,1,Employee
A1688853690743350,Single,Male,2551643,33,1,Business
A1055521494730280,Single,Male,865602,31,4,Business
A914801007295291,Single,Male,1205322,34,3,Employee
A985156673389575,Married,Male,1250288,38,4,Business
A1055521490558980,Married,Male,1045285,42,1,Business
A1055521515893880,Married,Male,1390615,58,2,Employee
A914800701100694,Married,Male,233681,38,2,Employee
A1055521449490990,Married,Male,1157328,45,2,Employee
A564049467026891,Single,Male,1054747,33,4,Employee
A1055520766317470,Single,Male,678566,30,4,Employee
A1829581311114480,Single,Female,2815781,32,3,Business
A844427904598312,Married,Male,805733,55,1,Employee
A1899947010053220,Single,Male,456646,30,2,Employee
A1688852249360800,Single,Male,1077528,29,4,Employee
A914800914548929,Single,Female,1448655,28,1,Employee
A985156126771827,Single,Male,1263652,37,3,Business
A914801011193835,Married,Male,1302230,38,4,Employee
A914800159220879,Married,Male,1346341,35,2,Business
A303776343022491,Married,Male,576327,39,3,Employee
A985156482692046,Married,Female,1636318,52,4,Employee
A1055520503387230,Single,Male,1632936,28,2,Employee
A1688852203798070,Single,Male,573819,28,4,Employee
A1055521475274660,Married,Male,1263785,40,1,Business
A844427550978973,Married,Male,1190453,50,3,Employee
A319927191247180,Single,Female,1115699,28,2,Employee
A844427488986931,Married,Female,1640061,37,2,Business
A914801117065007,Single,Female,993833,32,1,Employee
A564049476197976,Single,Male,1118712,30,1,Business
A1899945818160950,Married,Male,606290,45,4,Employee
A1055521479875780,Married,Male,1417771,39,1,Employee
A1688853659532890,Single,Male,2202917,32,2,Business
A844427082431354,Single,Male,855095,31,3,Business
A844427085638031,Married,Male,1118948,45,3,Business
A1055521133086760,Single,Male,2233697,32,4,Business
A1055521398581270,Married,Male,1176727,38,2,Business
A1688852066336800,Single,Female,1312045,27,3,Business
A1055520505467680,Married,Male,1270741,52,3,Employee
A985156356787797,Single,Male,1167132,34,2,Business
A844427312795838,Single,Male,968905,27,2,Business
A844427154127508,Single,Male,301093,32,1,Employee
A914800554737004,Single,Female,1468662,33,2,Employee
A2040691440773900,Single,Male,1491158,30,3,Business
A914801104515663,Married,Male,2229137,38,4,Business
A914801014685058,Single,Male,1297137,33,4,Employee
A914800157638107,Married,Male,629850,39,1,Business
A844428172842515,Married,Female,1054937,35,2,Business
A1829581326683230,Married,Male,1343642,43,4,Business
A844427776676263,Single,Male,1235741,30,2,Employee
A914800565001413,Married,Female,1115718,35,4,Business
A1899945582792180,Married,Male,6606775,59,4,Business
A985156124183548,Single,Male,1051175,32,4,Business
A844428101917889,Single,Male,931095,34,3,Business
A1055520436128800,Single,Male,1707207,32,3,Employee
A985156493869422,Married,Male,1160178,66,2,Employee
A1055521509324370,Married,Female,1469492,37,3,Employee
A2181420336617150,Married,Male,1264602,31,2,Employee
A844428049173242,Single,Male,963490,29,4,Employee
A985157021289557,Single,Male,1251859,36,1,Employee
A844427478494986,Single,Male,311372,39,4,Employee
A985157113529662,Single,Male,1404452,27,3,Employee
A404075441086051,Single,Male,748486,31,2,Business
A985157012190808,Married,Male,576688,40,4,Employee
A985156180702685,Single,Male,1053265,32,1,Business
A1899945798967540,Married,Male,914432,35,4,Business
A844427113463997,Married,Male,6283072,35,1,Business
A985156662816175,Married,Female,2212835,32,1,Business
A985157126871137,Married,Male,1603657,34,1,Employee
A985156125895093,Single,Female,1057293,30,1,Employee
A1899945618567180,Single,Male,1603220,32,4,Business
A844428099274874,Single,Male,1152107,30,4,Employee
A844427824506504,Single,Female,1405772,27,3,Business
A1688853638847780,Single,Male,2848575,28,1,Business
A1055521509166860,Married,Male,773300,63,1,Employee
A1055521338842220,Single,Female,1454386,28,2,Business
A914801005975788,Married,Male,598082,48,2,Employee
A402631623642438,Married,Male,1160862,39,4,Business
A914800625631849,Single,Male,1404145,31,1,Employee
A389301773108738,Single,Male,891119,31,4,Employee
A1899945405438070,Married,Male,1803936,39,4,Business
A914801145591825,Single,Male,1496193,32,3,Business
A914800934944043,Married,Male,1292380,39,4,Business
A914800463145410,Single,Male,1452374,30,2,Business
A844428103487433,Married,Male,1555416,33,1,Business
A844428100075986,Single,Male,825968,31,1,Business
A844427208839628,Single,Female,1697859,34,3,Employee
A1688852487431310,Married,Male,1056039,35,3,Business
A1055520570929800,Single,Male,1117865,30,1,Business
A844427470392181,Married,Male,1585113,43,3,Employee
A1688852818279560,Single,Male,1438509,27,2,Business
A1829580908853330,Married,Male,2302116,43,4,Business
A844427915540097,Married,Male,981578,54,1,Employee
A1055520981523760,Married,Male,1853298,38,4,Employee
A914791531986620,Married,Male,1185443,40,4,Business
A1055521425343240,Married,Male,2094807,44,3,Business
A844428072492797,Married,Male,564756,33,4,Business
A985156818692115,Married,Male,954275,46,4,Business
A1899945683059370,Single,Female,347035,29,3,Business
A1899945537371100,Single,Male,185782,30,1,Employee
A844427461027063,Married,Male,835620,29,4,Business
A844427090654259,Married,Male,1279917,37,3,Business
A365591094680719,Single,Male,463429,34,3,Employee
A1829581771636980,Married,Female,3954888,56,4,Business
A914801071948410,Married,Female,2270652,45,4,Business
A985157080056666,Single,Female,3369897,30,1,Business
A1055520764358960,Married,Male,2688462,40,1,Business
A1055520506041170,Single,Female,897769,27,4,Employee
A1055521463121840,Single,Male,502892,34,4,Employee
A985156531107773,Single,Male,992256,33,1,Employee
A914800482996896,Married,Male,3336970,31,4,Business
A1829581863411810,Married,Male,867996,46,1,Business
A844427971157586,Married,Male,1629383,41,2,Employee
A914801089730156,Married,Male,821826,59,4,Business
A985156862169091,Married,Male,572793,35,3,Employee
A985156589598391,Married,Male,1166904,39,1,Business
A914801019531044,Single,Female,1258389,31,3,Business
A314905873083102,Married,Male,823707,41,3,Business
A1055521020513620,Married,Male,950399,38,1,Business
A1759220875498380,Single,Male,954560,32,1,Employee
A1688852444092050,Married,Male,1140488,39,3,Employee
A1829582028736500,Married,Female,2250246,37,3,Business
A844428146340867,Married,Male,3095632,50,1,Business
A2181420342559630,Married,Male,2311236,36,2,Business
A985156643829062,Single,Female,652099,31,3,Business
A844427702696276,Single,Male,952185,30,4,Employee
A844428037358072,Single,Male,888041,32,4,Employee
A1055521516954100,Married,Male,2538343,41,3,Business
A1055521520662320,Married,Male,230147,32,3,Business
A844428106261845,Married,Male,1419198,33,3,Employee
A844427980464371,Single,Male,1629098,33,1,Business
A1055521403098080,Married,Male,1343243,39,1,Business
A1055521083231260,Married,Male,969665,50,1,Business
A1055521369796790,Single,Male,831953,31,2,Employee
A985156514713049,Married,Female,1201788,39,2,Employee
A914800273688201,Married,Male,1123670,30,4,Employee
A914801017757624,Married,Male,874874,64,1,Employee
A914801086500799,Married,Male,1307124,44,1,Employee
A844427775606757,Single,Male,753692,33,2,Employee
A1055520639326420,Married,Male,1114698,40,3,Employee
A1055521111354520,Married,Male,1734624,33,2,Business
A985156150052873,Married,Male,1025487,66,4,Business
A1899947021223910,Married,Male,1234175,43,2,Business
A1759220816309820,Single,Male,751336,34,2,Business
A1055520586079800,Single,Female,1261809,29,4,Employee
A1055521493200740,Married,Male,1452860,44,3,Employee
A914800877164784,Single,Male,1257704,51,1,Employee
A1688852593685600,Single,Male,1251632,41,3,Business
A1055521384901750,Married,Male,925946,48,4,Business
A1688852375099220,Married,Male,1244272,43,2,Employee
A308856674304627,Married,Male,1247360,64,4,Business
A844427415299307,Married,Male,1154801,48,4,Employee
A1899945545066240,Married,Male,1152596,63,3,Business
A844427818936750,Single,Male,1712565,36,4,Employee
A1055520804808660,Single,Male,584345,35,2,Employee
A914800179721564,Single,Male,1920520,30,3,Business
A985156849808037,Married,Male,1051536,35,2,Business
A985156104099019,Single,Male,678034,31,3,Employee
A914800400545479,Single,Male,905160,32,2,Business
A985156848280957,Married,Male,1250593,62,2,Employee
A914800405766288,Single,Female,1634627,29,3,Business
A985157017982398,Single,Male,1246875,30,1,Business
A1688852540691910,Married,Female,928226,40,2,Employee
A1829581370516540,Married,Male,845937,37,1,Business
A844427601862597,Married,Male,1352914,35,1,Employee
A844428126754727,Married,Male,845937,39,4,Business
A1055521217094350,Single,Male,1371622,29,2,Employee
A1055520951498620,Married,Male,679896,45,4,Employee
A1055521485795690,Single,Male,1298061,35,3,Employee
A844427502370514,Married,Male,1479347,38,4,Business
A1829581949127180,Married,Male,665798,53,4,Business
A844427315191343,Single,Male,1282462,31,2,Employee
A985156867884820,Single,Female,573819,33,2,Employee
A985156963658883,Married,Male,1309651,50,2,Employee
A985156882869290,Married,Male,1448237,50,1,Employee
A1055521360831320,Married,Male,1733788,36,2,Employee
A844428056127432,Married,Male,1447398,46,1,Business
A914801093757052,Married,Male,1885959,69,3,Business
A1759220759908950,Married,Female,2528767,37,3,Business
A914800880134441,Married,Male,899954,38,3,Employee
A985156707296303,Married,Male,1168044,35,4,Business
A1055520462444960,Married,Male,2408554,56,1,Business
A1055521417873450,Single,Male,1509721,31,4,Business
A1759221002177880,Married,Male,777556,49,4,Employee
A312361365029430,Single,Male,2083825,38,2,Business
A985156985760058,Single,Female,1763561,36,4,Employee
A985157000794597,Married,Male,1834944,41,1,Business
A404144162341863,Married,Female,804460,33,2,Employee
A914800191281354,Single,Male,927523,36,3,Business
A1055521206166480,Single,Female,1157328,33,4,Employee
A914801138474584,Married,Female,1356201,47,4,Employee
A1899946907306140,Married,Male,694564,39,4,Business
A914800995842472,Single,Male,1450441,33,4,Business
A1899946369389890,Single,Male,926250,33,1,Business
A300472897121526,Married,Female,1308283,45,4,Employee
A844427509640851,Married,Female,768398,34,1,Business
A844427450869678,Single,Male,6906766,33,3,Business
A985156106464737,Married,Male,1488618,41,1,Employee
A313804474522362,Single,Male,2004253,27,1,Business
A844427131269883,Married,Male,410020,35,4,Business
A985156877346890,Single,Male,1328916,31,2,Business
A844427179765638,Married,Male,1208324,41,3,Employee
A844428090065574,Single,Male,531734,27,1,Employee
A305561217675832,Single,Male,2081792,34,1,Business
A1055521466297250,Single,Female,665608,33,2,Business
A844427528746506,Married,Female,4521715,63,2,Business
A914800173286878,Single,Male,1091854,28,4,Employee
A985156996958882,Married,Female,1249180,42,1,Employee
A1055520829674430,Single,Male,1018590,31,3,Business
A403869691863250,Married,Male,566124,38,1,Business
A914800187860873,Married,Female,2247396,42,1,Business
A844428009783272,Married,Male,1638104,40,4,Employee
A1055521167249080,Single,Male,1392662,27,4,Employee
A1055521394844070,Married,Male,910727,42,2,Business
A325214561982378,Married,Female,1166296,37,2,Business
A1055521408257370,Married,Male,1685547,63,2,Employee
A1829582117979900,Married,Male,1084805,65,2,Employee
A1899945771889160,Married,Female,1138850,42,2,Business
A1829581156538540,Married,Male,1324452,46,2,Business
A403662903799132,Married,Male,571995,35,2,Employee
A844427270098372,Single,Male,1027235,29,4,Business
A404075441406204,Married,Male,730588,40,1,Business
A1055521281675270,Married,Male,1209476,40,1,Business
A1055520697428770,Married,Male,898092,34,1,Business
A1899946526907020,Married,Female,954370,37,2,Business
A844427237847597,Married,Male,594301,49,1,Employee
A1829581194648630,Married,Male,2517804,43,4,Business
A1899945759090650,Single,Male,653904,35,4,Business
A1688852659672330,Single,Male,3562348,27,4,Business
A844428054828540,Married,Male,2299836,33,4,Business
A844428063957997,Single,Male,2234856,39,3,Business
A1055521417204740,Single,Male,2278632,34,4,Business
A985156904509030,Single,Male,463258,32,4,Business
A1055520834124030,Married,Male,1168272,34,2,Business
A844428040625976,Married,Male,1400205,41,3,Employee
A985157088007686,Single,Female,540607,30,4,Employee
A914801060616141,Single,Male,1473317,33,3,Business
A1055521446823300,Married,Male,1160088,41,1,Employee
A844428027059884,Married,Male,902538,36,1,Business
A844427979934168,Single,Male,2705486,41,2,Business
A1055521340910480,Married,Female,1523040,36,3,Business
A914800133054787,Married,Male,1270036,51,3,Business
A1970327010913540,Married,Male,860130,30,1,Business
A844427151525964,Married,Male,785707,33,1,Employee
A985156845398307,Single,Female,2207743,47,3,Business
A388748853160368,Single,Male,1347859,34,3,Employee
A1055520932971210,Single,Male,1243781,28,3,Business
A914801127067568,Married,Male,877059,52,3,Employee
A323906237168794,Single,Male,1067154,32,1,Business
A985156620848954,Single,Male,799292,30,2,Employee
A1055521424866050,Single,Male,1527144,28,2,Business
A1759221076231790,Single,Male,1156511,29,1,Employee
A1899945832668940,Married,Male,371564,43,2,Business
A914800877378005,Married,Male,490713,75,1,Business
A844428133970308,Single,Male,1542192,32,3,Employee
A1055520483554350,Married,Male,1293229,44,4,Employee
A1759222252193820,Single,Male,1467978,33,3,Employee
A1055521248209230,Married,Male,1453995,31,4,Business
A914800368438525,Single,Female,1239649,29,1,Business
A1055521341519610,Single,Male,4995328,33,2,Business
A1055521240666620,Single,Male,1251142,33,1,Business
A309475147138551,Married,Male,1328315,54,2,Employee
A844427789317310,Married,Male,885096,43,1,Business
A1829582600575520,Single,Male,812364,34,4,Business
A914800385670318,Single,Male,2314428,27,2,Business
A844427459153763,Married,Male,1155408,54,2,Employee
A914800974766992,Married,Female,1341274,46,3,Business
A1688852508530900,Married,Male,2489988,52,4,Business
A844427150175426,Single,Male,1213120,30,1,Business
A1899946290649490,Married,Female,784833,33,1,Business
A914800470556298,Married,Male,1315931,45,2,Business
A985157012541543,Single,Female,1402468,32,4,Employee
A1055521384255600,Married,Male,1277066,40,3,Employee
A914800653544023,Married,Female,1965322,52,1,Business
A985157095177351,Married,Male,7669160,66,1,Business
A1899945422604260,Single,Male,1032878,29,4,Employee
A309681306731021,Single,Male,1840397,34,3,Employee
A985156053729443,Married,Male,440895,40,1,Employee
A1055521436145880,Single,Male,1507783,31,3,Business
A1899945372252220,Married,Male,1213129,37,4,Employee
A985156309662169,Married,Male,672372,66,1,Business
A914800386519831,Married,Male,1041979,37,1,Employee
A985156539955272,Married,Male,1067686,46,4,Employee
A985156381437423,Married,Male,1239893,40,2,Employee
A1055521432514710,Single,Male,1156651,33,4,Business
A914800771064649,Married,Male,2298696,43,2,Business
A1055520584577070,Single,Female,781736,30,3,Business
A914800154365305,Married,Male,805030,36,1,Business
A1055520938725080,Single,Female,2197901,27,3,Business
A1055521382951560,Single,Male,1134414,34,2,Employee
A2040691459513700,Single,Male,1159802,41,1,Business
A564049475197729,Married,Male,1359108,49,3,Business
A914800859432498,Married,Female,1029439,45,4,Employee
A844427131286867,Single,Male,1090543,37,2,Employee
A985156775065377,Married,Female,1478637,44,4,Business
A914801036398232,Married,Male,758556,35,4,Business
A844427629352950,Single,Male,1488479,29,4,Employee
A1759221260804800,Married,Male,4674475,41,4,Business
A1055521396800440,Married,Female,1629744,41,2,Employee
A1055521491597850,Single,Male,1160520,29,3,Business
A1899946957608790,Married,Male,1425858,36,3,Employee
A914801003075923,Married,Male,2838543,32,3,Business
A844428012659188,Married,Male,1232140,44,1,Business
A1055521362916510,Married,Male,687971,43,4,Employee
A844428121100468,Single,Male,837235,34,4,Business
A985156200879832,Single,Female,1526384,32,1,Employee
A1899946833498890,Married,Male,922127,52,1,Employee
A1055520598516020,Married,Male,1445491,39,4,Business
A985156096314488,Married,Male,1637059,31,2,Business
A844428091962880,Married,Male,1489771,38,2,Business
A985156979916019,Married,Male,1119936,42,4,Employee
A1055520628173330,Single,Male,1300095,27,3,Business
A914800631478627,Married,Male,1205864,54,2,Business
